idx,y_true,y_prob_rf
157273,0,0.0575
157274,1,0.2
157275,0,0.065
157276,0,0.0625
157277,0,0.1
157278,0,0.08
157279,0,0.08
157280,0,0.0525
157281,0,0.04
157282,0,0.155
157283,0,0.02
157284,0,0.0825
157285,0,0.0225
157286,0,0.0575
157287,0,0.1075
157288,0,0.1225
157289,0,0.04
157290,0,0.16
157291,0,0.085
157292,1,0.0875
157293,0,0.0425
157294,0,0.1425
157295,0,0.145
157296,0,0.0325
157297,0,0.0275
157298,0,0.0325
157299,0,0.1225
157300,0,0.095
157301,0,0.0775
157302,0,0.18
157303,0,0.0325
157304,0,0.0575
157305,0,0.2425
157306,0,0.1175
157307,0,0.0325
157308,0,0.1025
157309,0,0.0475
157310,0,0.2175
157311,0,0.0825
157312,0,0.0375
157313,0,0.085
157314,0,0.2525
157315,0,0.2075
157316,0,0.01
157317,0,0.1475
157318,0,0.1875
157319,0,0.07
157320,0,0.0825
157321,0,0.155
157322,1,0.135
157323,1,0.0825
157324,0,0.065
157325,0,0.1225
157326,0,0.075
157327,0,0.13
157328,0,0.145
157329,0,0.09
157330,0,0.0725
157331,0,0.09
157332,0,0.0675
157333,0,0.0775
157334,0,0.15
157335,0,0.1275
157336,0,0.1175
157337,0,0.04
157338,0,0.145
157339,0,0.0775
157340,0,0.06
157341,0,0.0475
157342,0,0.0075
157343,0,0.135
157344,0,0.1925
157345,0,0.0625
157346,0,0.06
157347,0,0.0125
157348,0,0.16
157349,0,0.0575
157350,0,0.135
157351,0,0.09
157352,0,0.045
157353,0,0.1275
157354,0,0.3375
157355,0,0.0975
157356,1,0.0425
157357,0,0.01
157358,0,0.12
157359,0,0.2375
157360,0,0.0575
157361,0,0.02
157362,0,0.02
157363,0,0.02
157364,0,0.2675
157365,0,0.025
157366,0,0.1875
157367,0,0.195
157368,0,0.065
157369,0,0.0475
157370,0,0.0525
157371,0,0.0675
157372,0,0.0225
157373,0,0.08
157374,0,0.0675
157375,0,0.1275
157376,0,0.0625
157377,0,0.1225
157378,0,0.08
157379,0,0.0525
157380,0,0.1325
157381,0,0.03
157382,0,0.0775
157383,0,0.14
157384,0,0.065
157385,0,0.1325
157386,0,0.1575
157387,0,0.1625
157388,0,0.0225
157389,0,0.0575
157390,0,0.0475
157391,0,0.1075
157392,0,0.0625
157393,0,0.065
157394,0,0.09
157395,1,0.2
157396,0,0.105
157397,0,0.025
157398,0,0.04
157399,0,0.0425
157400,0,0.0875
157401,0,0.0325
157402,0,0.06
157403,1,0.08
157404,0,0.085
157405,0,0.0475
157406,0,0.0825
157407,0,0.0175
157408,0,0.0375
157409,0,0.0225
157410,1,0.1575
157411,0,0.0275
157412,0,0.0225
157413,0,0.095
157414,0,0.01
157415,0,0.07
157416,0,0.0075
157417,0,0.0325
157418,0,0.0025
157419,0,0.0675
157420,0,0.105
157421,1,0.085
157422,0,0.02
157423,0,0.01
157424,0,0.0175
157425,0,0.0275
157426,0,0.02
157427,0,0.0625
157428,0,0.1575
157429,0,0.0175
157430,0,0.0275
157431,0,0.165
157432,0,0.06
157433,0,0.0375
157434,0,0.1975
157435,0,0.0425
157436,0,0.0075
157437,0,0.1225
157438,0,0.365
157439,0,0.04
157440,0,0.04
157441,0,0.07
157442,1,0.21
157443,0,0.17
157444,0,0.09
157445,1,0.02
157446,0,0.075
157447,0,0.07
157448,0,0.1
157449,0,0.0575
157450,0,0.065
157451,0,0.035
157452,0,0.04
157453,1,0.03
157454,0,0.0975
157455,1,0.065
157456,0,0.145
157457,0,0.035
157458,0,0.185
157459,1,0.095
157460,0,0.015
157461,0,0.07
157462,0,0.0875
157463,0,0.0175
157464,0,0.095
157465,0,0.035
157466,0,0.035
157467,0,0.015
157468,0,0.015
157469,0,0.1425
157470,0,0.0275
157471,0,0.1275
157472,0,0.09
157473,0,0.03
157474,0,0.0725
157475,1,0.045
157476,0,0.1025
157477,0,0.1075
157478,0,0.0225
157479,0,0.105
157480,0,0.1125
157481,0,0.1025
157482,0,0.0725
157483,1,0.01
157484,0,0.3175
157485,0,0.05
157486,0,0.1225
157487,0,0.015
157488,0,0.005
157489,0,0.0525
157490,0,0.18
157491,0,0.1275
157492,0,0.0825
157493,0,0.0325
157494,0,0.1775
157495,0,0.12
157496,0,0.045
157497,0,0.1475
157498,0,0.05
157499,0,0.0375
157500,0,0.0525
157501,0,0.14
157502,0,0.06
157503,0,0.175
157504,0,0.04
157505,0,0.095
157506,0,0.0525
157507,0,0.1375
157508,0,0.0275
157509,0,0.2175
157510,0,0.115
157511,0,0.075
157512,0,0.0625
157513,0,0.33
157514,0,0.0175
157515,0,0.0675
157516,0,0.08
157517,1,0.075
157518,0,0.0125
157519,0,0.1625
157520,0,0.1
157521,0,0.0775
157522,0,0.1325
157523,0,0.055
157524,0,0.045
157525,0,0.0225
157526,0,0.1475
157527,1,0.0875
157528,0,0.0775
157529,0,0.2275
157530,0,0.065
157531,0,0.2125
157532,0,0.035
157533,0,0.0475
157534,0,0.0525
157535,0,0.0425
157536,0,0.0825
157537,0,0.1225
157538,0,0.02
157539,0,0.0575
157540,0,0.015
157541,0,0.03
157542,0,0.02
157543,0,0.0125
157544,0,0.15
157545,0,0.2775
157546,0,0.065
157547,0,0.02
157548,0,0.095
157549,0,0.015
157550,0,0.0675
157551,0,0.045
157552,1,0.035
157553,0,0.02
157554,0,0.0525
157555,0,0.2125
157556,0,0.0525
157557,0,0.06
157558,0,0.0175
157559,0,0.08
157560,0,0.1575
157561,0,0.0225
157562,0,0.0475
157563,0,0.155
157564,0,0.09
157565,0,0.065
157566,0,0.115
157567,0,0.1225
157568,0,0.015
157569,0,0.1475
157570,1,0.515
157571,0,0.1275
157572,0,0.31
157573,1,0.0325
157574,0,0.055
157575,0,0.1475
157576,0,0.0875
157577,0,0.0525
157578,0,0.0325
157579,0,0.0575
157580,0,0.1075
157581,0,0.0025
157582,0,0.0375
157583,0,0.07
157584,0,0.005
157585,0,0.06
157586,0,0.13
157587,1,0.2025
157588,0,0.0475
157589,1,0.07
157590,0,0.0725
157591,0,0.0225
157592,0,0.0625
157593,0,0.155
157594,0,0.05
157595,0,0.105
157596,0,0.0875
157597,0,0.055
157598,0,0.0325
157599,0,0.015
157600,0,0.115
157601,0,0.1925
157602,0,0.065
157603,0,0.035
157604,0,0.1475
157605,0,0.025
157606,1,0.0525
157607,0,0.0375
157608,0,0.16
157609,0,0.1525
157610,0,0.0475
157611,0,0.0825
157612,1,0.08
157613,0,0.1075
157614,0,0.05
157615,0,0.06
157616,0,0.0425
157617,0,0.07
157618,0,0.1025
157619,0,0.1925
157620,0,0.07
157621,0,0.055
157622,0,0.18
157623,0,0.17
157624,0,0.0975
157625,0,0.0725
157626,0,0.04
157627,0,0.1
157628,0,0.1125
157629,0,0.04
157630,0,0.19
157631,0,0.215
157632,0,0.2125
157633,0,0.085
157634,0,0.0125
157635,1,0.0575
157636,0,0.07
157637,1,0.0475
157638,0,0.07
157639,0,0.0725
157640,0,0.24
157641,1,0.0725
157642,0,0.225
157643,0,0.0575
157644,0,0.11
157645,0,0.0475
157646,0,0.045
157647,0,0.0125
157648,0,0.0525
157649,0,0.0525
157650,0,0.125
157651,0,0.0875
157652,0,0.0475
157653,0,0.11
157654,0,0.0125
157655,0,0.0425
157656,0,0.1975
157657,0,0.0575
157658,0,0.14
157659,0,0.11
157660,0,0.05
157661,0,0.0775
157662,0,0.0525
157663,0,0.0525
157664,1,0.2425
157665,0,0.145
157666,0,0.035
157667,0,0.0275
157668,0,0.0775
157669,0,0.0475
157670,0,0.0275
157671,0,0.025
157672,0,0.02
157673,0,0.07
157674,0,0.0125
157675,0,0.0225
157676,0,0.09
157677,0,0.085
157678,0,0.04
157679,0,0.0675
157680,0,0.0375
157681,0,0.0825
157682,0,0.04
157683,0,0.245
157684,0,0.0375
157685,0,0.1975
157686,0,0.0875
157687,0,0.075
157688,0,0.035
157689,1,0.1875
157690,0,0.015
157691,1,0.045
157692,0,0.0325
157693,0,0.095
157694,0,0.155
157695,0,0.1575
157696,0,0.0475
157697,0,0.0475
157698,0,0.1075
157699,0,0.18
157700,0,0.0725
157701,0,0.03
157702,0,0.205
157703,0,0.1025
157704,1,0.055
157705,0,0.11
157706,0,0.0775
157707,1,0.04
157708,0,0.105
157709,0,0.0925
157710,1,0.12
157711,0,0.0325
157712,0,0.095
157713,0,0.0375
157714,0,0.0525
157715,0,0.02
157716,0,0.06
157717,0,0.005
157718,0,0.07
157719,0,0.0625
157720,0,0.0475
157721,0,0.225
157722,0,0.0575
157723,0,0.065
157724,0,0.0575
157725,0,0.0325
157726,0,0.05
157727,0,0.05
157728,0,0.085
157729,0,0.075
157730,0,0.035
157731,0,0.1225
157732,0,0.15
157733,0,0.0075
157734,0,0.09
157735,1,0.045
157736,0,0.0275
157737,0,0.085
157738,0,0.04
157739,0,0.165
157740,0,0.085
157741,0,0.05
157742,0,0.07
157743,1,0.125
157744,0,0.0125
157745,0,0.0325
157746,1,0.1525
157747,0,0.1025
157748,0,0.1275
157749,0,0.11
157750,0,0.04
157751,0,0.025
157752,0,0.0275
157753,0,0.1175
157754,0,0.1075
157755,0,0.05
157756,0,0.0575
157757,1,0.245
157758,0,0.1075
157759,0,0.0425
157760,0,0.0375
157761,0,0.0275
157762,0,0.0775
157763,0,0.025
157764,0,0.0975
157765,0,0.2
157766,0,0.025
157767,0,0.045
157768,0,0.0325
157769,0,0.0775
157770,0,0.0725
157771,0,0.14
157772,0,0.3225
157773,0,0.115
157774,0,0.13
157775,0,0.125
157776,0,0.04
157777,0,0.0525
157778,0,0.2575
157779,0,0.0125
157780,0,0.04
157781,0,0.05
157782,0,0.125
157783,0,0.1275
157784,1,0.2275
157785,0,0.045
157786,0,0.225
157787,0,0.0575
157788,0,0.015
157789,0,0.14
157790,0,0.0275
157791,0,0.0575
157792,0,0.005
157793,0,0.0575
157794,0,0.1425
157795,0,0.0125
157796,1,0.095
157797,0,0.1225
157798,0,0.0375
157799,0,0.09
157800,0,0.0275
157801,0,0.0575
157802,1,0.0375
157803,0,0.0275
157804,0,0.1075
157805,0,0.13
157806,0,0.11
157807,0,0.0925
157808,1,0.055
157809,0,0.155
157810,0,0.105
157811,0,0.025
157812,0,0.1625
157813,0,0.13
157814,0,0.0275
157815,0,0.27
157816,0,0.065
157817,0,0.0275
157818,0,0.1275
157819,0,0.13
157820,0,0.0325
157821,0,0.06
157822,0,0.2025
157823,0,0.17
157824,0,0.035
157825,0,0.155
157826,0,0.0075
157827,0,0.0375
157828,0,0.09
157829,0,0.06
157830,0,0.08
157831,0,0.15
157832,0,0.0375
157833,0,0.02
157834,0,0.11
157835,1,0.1775
157836,0,0.0375
157837,0,0.05
157838,0,0.1075
157839,0,0.1125
157840,0,0.04
157841,0,0.0525
157842,0,0.0775
157843,0,0.0475
157844,0,0.075
157845,0,0.05
157846,0,0.0725
157847,0,0.075
157848,0,0.1425
157849,0,0.125
157850,1,0.075
157851,0,0.105
157852,0,0.055
157853,0,0.1275
157854,0,0.16
157855,0,0.075
157856,0,0.0725
157857,0,0.035
157858,0,0.01
157859,0,0.0875
157860,0,0.0625
157861,0,0.0375
157862,0,0.0625
157863,0,0.145
157864,0,0.0375
157865,0,0.0225
157866,0,0.18
157867,0,0.0975
157868,0,0.0525
157869,0,0.1325
157870,0,0.0475
157871,0,0.055
157872,0,0.085
157873,0,0.0825
157874,0,0.05
157875,0,0.0875
157876,0,0.1375
157877,0,0.0325
157878,0,0.07
157879,0,0.085
157880,0,0.0775
157881,0,0.1025
157882,0,0.07
157883,0,0.0375
157884,1,0.26
157885,0,0.0375
157886,0,0.1375
157887,0,0.01
157888,0,0.18
157889,1,0.03
157890,0,0.1075
157891,0,0.195
157892,0,0.175
157893,0,0.0075
157894,0,0.1425
157895,0,0.0125
157896,0,0.0575
157897,0,0.1275
157898,0,0.06
157899,0,0.0325
157900,0,0.03
157901,0,0.1525
157902,1,0.2825
157903,0,0.175
157904,0,0.1975
157905,0,0.0675
157906,0,0.0575
157907,1,0.1175
157908,0,0.07
157909,0,0.0975
157910,0,0.01
157911,0,0.14
157912,0,0.075
157913,0,0.095
157914,0,0.025
157915,0,0.0675
157916,0,0.035
157917,0,0.1875
157918,0,0.0425
157919,0,0.0775
157920,0,0.04
157921,0,0.115
157922,1,0.12
157923,1,0.19
157924,0,0.225
157925,0,0.0575
157926,0,0.09
157927,0,0.13
157928,0,0.0575
157929,0,0.1825
157930,1,0.2275
157931,0,0.0775
157932,1,0.195
157933,0,0.05
157934,0,0.1225
157935,0,0.1325
157936,0,0.215
157937,1,0.0525
157938,1,0.0725
157939,0,0.0575
157940,0,0.0725
157941,0,0.16
157942,0,0.225
157943,0,0.0175
157944,0,0.05
157945,0,0.0475
157946,0,0.0125
157947,0,0.155
157948,1,0.085
157949,0,0.0475
157950,0,0.11
157951,0,0.015
157952,0,0.0675
157953,0,0.2325
157954,0,0.0575
157955,0,0.075
157956,0,0.09
157957,0,0.0125
157958,0,0.0625
157959,0,0.0575
157960,0,0.02
157961,1,0.12
157962,1,0.1925
157963,0,0.065
157964,0,0.1
157965,0,0.0325
157966,0,0.08
157967,0,0.0425
157968,0,0.0475
157969,0,0.0275
157970,0,0.125
157971,0,0.0525
157972,1,0.01
157973,0,0.3325
157974,0,0.1275
157975,0,0.0825
157976,1,0.73
157977,0,0.025
157978,0,0.125
157979,0,0.42
157980,0,0.05
157981,0,0.0475
157982,0,0.0875
157983,0,0.0225
157984,0,0.1375
157985,0,0.025
157986,0,0.07
157987,0,0.025
157988,0,0.0875
157989,0,0.085
157990,0,0.0425
157991,0,0.06
157992,0,0.1525
157993,0,0.0725
157994,0,0.09
157995,0,0.02
157996,0,0.02
157997,0,0.0875
157998,0,0.05
157999,0,0.02
158000,0,0.0675
158001,0,0.0275
158002,0,0.1475
158003,0,0.1175
158004,0,0.0725
158005,0,0.13
158006,0,0.0225
158007,0,0.0475
158008,0,0.3475
158009,0,0.055
158010,0,0.0375
158011,0,0.0275
158012,0,0.165
158013,0,0.0775
158014,0,0.075
158015,0,0.0575
158016,0,0.125
158017,0,0.0725
158018,0,0.0575
158019,0,0.195
158020,0,0.0125
158021,0,0.0425
158022,0,0.02
158023,0,0.055
158024,0,0.015
158025,0,0.1625
158026,0,0.09
158027,0,0.0375
158028,0,0.275
158029,0,0.0375
158030,0,0.0775
158031,0,0.045
158032,0,0.045
158033,0,0.1275
158034,0,0.0525
158035,0,0.07
158036,0,0.0275
158037,0,0.015
158038,1,0.0375
158039,0,0.045
158040,0,0.1175
158041,0,0.09
158042,0,0.09
158043,0,0.055
158044,0,0.075
158045,0,0.0675
158046,0,0.09
158047,0,0.125
158048,0,0.085
158049,0,0.085
158050,0,0.33
158051,1,0.12
158052,1,0.145
158053,0,0.065
158054,0,0.025
158055,0,0.045
158056,0,0.0325
158057,0,0.08
158058,0,0.1075
158059,0,0.1275
158060,0,0.055
158061,0,0.3625
158062,0,0.1
158063,0,0.035
158064,0,0.1125
158065,0,0.025
158066,0,0.11
158067,0,0.0175
158068,0,0.2
158069,0,0.065
158070,0,0.115
158071,0,0.095
158072,0,0.065
158073,0,0.16
158074,0,0.0475
158075,0,0.095
158076,0,0.0875
158077,0,0.215
158078,0,0.0925
158079,0,0.0425
158080,0,0.0275
158081,0,0.1225
158082,0,0.0075
158083,0,0.11
158084,0,0.29
158085,0,0.0625
158086,0,0.135
158087,0,0.1925
158088,0,0.0525
158089,0,0.025
158090,0,0.1125
158091,0,0.025
158092,0,0.0375
158093,0,0.0825
158094,0,0.015
158095,0,0.1575
158096,0,0.1975
158097,0,0.1925
158098,0,0.125
158099,0,0.145
158100,0,0.0575
158101,0,0.06
158102,0,0.165
158103,0,0.055
158104,0,0.1225
158105,0,0.09
158106,0,0.1175
158107,0,0.0125
158108,0,0.1675
158109,0,0.0775
158110,0,0.2875
158111,0,0.135
158112,1,0.0275
158113,0,0.045
158114,0,0.0425
158115,0,0.0475
158116,0,0.0125
158117,0,0.0425
158118,0,0.0575
158119,0,0.035
158120,0,0.075
158121,0,0.0825
158122,0,0.0125
158123,0,0.0175
158124,1,0.265
158125,0,0.015
158126,0,0.0675
158127,0,0.035
158128,0,0.0675
158129,0,0.1575
158130,0,0.105
158131,0,0.065
158132,0,0.0175
158133,0,0.2
158134,1,0.0475
158135,0,0.0275
158136,0,0.2525
158137,0,0.055
158138,0,0.0975
158139,0,0.04
158140,0,0.04
158141,1,0.07
158142,0,0.03
158143,0,0.0125
158144,0,0.1525
158145,0,0.045
158146,0,0.0625
158147,0,0.05
158148,0,0.0375
158149,0,0.08
158150,0,0.1375
158151,0,0.025
158152,0,0.1575
158153,0,0.04
158154,0,0.0775
158155,0,0.1
158156,0,0.265
158157,0,0.1025
158158,0,0.0375
158159,0,0.0425
158160,0,0.1025
158161,0,0.0275
158162,0,0.2375
158163,0,0.045
158164,0,0.06
158165,1,0.2975
158166,0,0.07
158167,0,0.05
158168,0,0.035
158169,0,0.1175
158170,0,0.01
158171,0,0.035
158172,0,0.055
158173,0,0.065
158174,0,0.125
158175,0,0.0825
158176,0,0.0425
158177,0,0.0975
158178,0,0.0725
158179,1,0.1675
158180,0,0.1
158181,0,0.0475
158182,0,0.065
158183,0,0.13
158184,0,0.105
158185,0,0.0225
158186,0,0.08
158187,0,0.06
158188,0,0.155
158189,0,0.01
158190,0,0.005
158191,0,0.13
158192,0,0.025
158193,1,0.0925
158194,0,0.0525
158195,0,0.115
158196,0,0.0575
158197,0,0.02
158198,0,0.0875
158199,0,0.2525
158200,0,0.09
158201,0,0.0475
158202,0,0.0375
158203,0,0.1925
158204,0,0.0625
158205,0,0.12
158206,0,0.1175
158207,0,0.1975
158208,0,0.04
158209,0,0.065
158210,0,0.0675
158211,0,0.045
158212,0,0.175
158213,0,0.09
158214,0,0.075
158215,0,0.1025
158216,0,0.0675
158217,1,0.0575
158218,0,0.05
158219,0,0.05
158220,0,0.0525
158221,0,0.1175
158222,0,0.045
158223,0,0.2175
158224,1,0.04
158225,0,0.03
158226,0,0.2275
158227,0,0.045
158228,0,0.025
158229,0,0.11
158230,0,0.0675
158231,0,0.08
158232,0,0.155
158233,0,0.0225
158234,0,0.0325
158235,0,0.08
158236,0,0.0425
158237,0,0.03
158238,0,0.14
158239,0,0.0525
158240,0,0.0525
158241,1,0.1175
158242,0,0.075
158243,0,0.08
158244,0,0.04
158245,0,0.1225
158246,0,0.025
158247,0,0.2
158248,0,0.1325
158249,0,0.01
158250,0,0.0725
158251,0,0.035
158252,0,0.04
158253,0,0.0125
158254,0,0.105
158255,1,0.225
158256,0,0.1225
158257,0,0.0425
158258,0,0.0325
158259,0,0.04
158260,0,0.05
158261,0,0.205
158262,0,0.135
158263,0,0.2025
158264,0,0.03
158265,0,0.0275
158266,0,0.06
158267,1,0.0475
158268,0,0.1975
158269,1,0.095
158270,0,0.13
158271,0,0.1125
158272,0,0.07
158273,0,0.11
158274,0,0.135
158275,0,0.0375
158276,0,0.05
158277,0,0.1275
158278,0,0.095
158279,1,0.03
158280,0,0.0575
158281,0,0.11
158282,0,0.035
158283,0,0.135
158284,0,0.05
158285,0,0.0175
158286,0,0.095
158287,0,0.115
158288,0,0.03
158289,1,0.245
158290,0,0.0975
158291,0,0.0875
158292,0,0.3725
158293,0,0.0625
158294,0,0.18
158295,1,0.0375
158296,0,0.0525
158297,0,0.1375
158298,0,0.115
158299,0,0.1175
158300,1,0.1575
158301,0,0.0325
158302,0,0.0225
158303,0,0.0875
158304,0,0.035
158305,0,0.0775
158306,0,0.12
158307,0,0.0725
158308,0,0.0425
158309,0,0.085
158310,0,0.1375
158311,0,0.0675
158312,0,0.0575
158313,0,0.19
158314,0,0.09
158315,0,0.0225
158316,0,0.0575
158317,0,0.1025
158318,0,0.0275
158319,0,0.13
158320,0,0.0425
158321,0,0.08
158322,0,0.065
158323,1,0.39
158324,0,0.1575
158325,0,0.0775
158326,0,0.045
158327,1,0.175
158328,0,0.0275
158329,0,0.0675
158330,0,0.04
158331,0,0.1325
158332,0,0.0525
158333,1,0.0575
158334,0,0.0325
158335,0,0.055
158336,1,0.095
158337,0,0.0225
158338,0,0.0275
158339,1,0.0075
158340,0,0.0675
158341,0,0.0075
158342,0,0.085
158343,0,0.1275
158344,0,0.1775
158345,0,0.0425
158346,0,0.025
158347,0,0.015
158348,0,0.1175
158349,1,0.0925
158350,0,0.025
158351,0,0.0725
158352,0,0.04
158353,0,0.0375
158354,0,0.1725
158355,0,0.08
158356,0,0.09
158357,0,0.065
158358,0,0.03
158359,0,0.0125
158360,0,0.03
158361,0,0.105
158362,0,0.015
158363,0,0.095
158364,0,0.04
158365,0,0.06
158366,0,0.0875
158367,0,0.0525
158368,0,0.0725
158369,0,0.0275
158370,0,0.2625
158371,0,0.205
158372,0,0.09
158373,0,0.06
158374,0,0.0225
158375,0,0.1025
158376,0,0.0625
158377,0,0.03
158378,0,0.2275
158379,0,0.135
158380,0,0.12
158381,0,0.0275
158382,0,0.1325
158383,0,0.1625
158384,0,0.0925
158385,0,0.19
158386,0,0.065
158387,0,0.0475
158388,0,0.1475
158389,0,0.055
158390,1,0.03
158391,1,0.025
158392,0,0.0575
158393,0,0.1
158394,0,0.1425
158395,0,0.29
158396,0,0.015
158397,0,0.0825
158398,0,0.0375
158399,0,0.0975
158400,0,0.04
158401,0,0.115
158402,0,0.395
158403,0,0.04
158404,0,0.1025
158405,0,0.005
158406,0,0.0375
158407,0,0.1325
158408,0,0.3075
158409,0,0.13
158410,0,0.1375
158411,0,0.0475
158412,0,0.1075
158413,0,0.0625
158414,0,0.065
158415,0,0.015
158416,0,0.1175
158417,0,0.0225
158418,0,0.0325
158419,1,0.0375
158420,0,0.0425
158421,0,0.0575
158422,1,0.0975
158423,0,0.06
158424,0,0.0975
158425,1,0.0525
158426,1,0.085
158427,1,0.1225
158428,0,0.045
158429,0,0.14
158430,1,0.2225
158431,0,0.0825
158432,0,0.0675
158433,1,0.05
158434,0,0.05
158435,0,0.0525
158436,0,0.045
158437,0,0.065
158438,0,0.11
158439,0,0.135
158440,0,0.01
158441,0,0.0525
158442,0,0.03
158443,0,0.175
158444,0,0.055
158445,1,0.2475
158446,0,0.0925
158447,0,0.0975
158448,1,0.0875
158449,0,0.0525
158450,0,0.1125
158451,0,0.035
158452,0,0.0575
158453,0,0.0325
158454,0,0.0075
158455,0,0.2
158456,1,0.0575
158457,0,0.1175
158458,0,0.085
158459,0,0.225
158460,0,0.27
158461,0,0.1375
158462,0,0.0275
158463,0,0.1725
158464,0,0.055
158465,0,0.045
158466,0,0.0175
158467,0,0.02
158468,0,0.2375
158469,0,0.2075
158470,1,0.2225
158471,0,0.05
158472,0,0.0175
158473,0,0.1525
158474,0,0.205
158475,1,0.15
158476,0,0.0475
158477,0,0.1525
158478,0,0.0175
158479,0,0.0275
158480,0,0.0675
158481,0,0.105
158482,0,0.07
158483,0,0.015
158484,0,0.2275
158485,0,0.175
158486,0,0.125
158487,0,0.0075
158488,0,0.025
158489,0,0.09
158490,0,0.0475
158491,0,0.065
158492,0,0.03
158493,0,0.0475
158494,1,0.1575
158495,0,0.175
158496,0,0.12
158497,0,0.045
158498,0,0.1325
158499,0,0.0225
158500,0,0.025
158501,0,0.36
158502,0,0.0225
158503,0,0.0925
158504,1,0.1375
158505,0,0.0275
158506,0,0.0525
158507,1,0.1325
158508,0,0.0425
158509,1,0.1525
158510,0,0.0275
158511,0,0.0625
158512,0,0.2125
158513,0,0.175
158514,0,0.0375
158515,0,0.0625
158516,0,0.0325
158517,0,0.05
158518,0,0.12
158519,0,0.12
158520,0,0.0275
158521,1,0.04
158522,0,0.0975
158523,0,0.0625
158524,0,0.1525
158525,0,0.0825
158526,0,0.1325
158527,0,0.045
158528,0,0.07
158529,0,0.015
158530,1,0.1025
158531,0,0.05
158532,0,0.0075
158533,0,0.0375
158534,1,0.075
158535,0,0.065
158536,0,0.0175
158537,0,0.12
158538,0,0.1125
158539,0,0.07
158540,0,0.115
158541,0,0.115
158542,0,0.0625
158543,0,0.095
158544,0,0.075
158545,0,0.0175
158546,0,0.0575
158547,0,0.0575
158548,1,0.29
158549,0,0.24
158550,0,0.11
158551,0,0.16
158552,0,0.08
158553,1,0.0275
158554,0,0.045
158555,0,0.055
158556,0,0.0425
158557,0,0.1025
158558,0,0.2775
158559,0,0.0375
158560,0,0.0575
158561,0,0.2225
158562,0,0.0225
158563,0,0.2625
158564,0,0.0175
158565,0,0.0825
158566,0,0.21
158567,0,0.145
158568,1,0.085
158569,0,0.0275
158570,0,0.035
158571,1,0.275
158572,1,0.07
158573,0,0.04
158574,0,0.0275
158575,0,0.01
158576,0,0.0975
158577,0,0.1525
158578,1,0.09
158579,0,0.0325
158580,0,0.0525
158581,0,0.035
158582,0,0.1775
158583,0,0.06
158584,1,0.355
158585,0,0.0175
158586,0,0.0175
158587,0,0.0125
158588,0,0.0325
158589,0,0.0475
158590,0,0.1175
158591,0,0.005
158592,0,0.045
158593,0,0.0375
158594,0,0.0775
158595,0,0.0475
158596,0,0.065
158597,0,0.0425
158598,0,0.025
158599,0,0.015
158600,0,0.135
158601,0,0.0525
158602,1,0.0325
158603,0,0.045
158604,0,0.16
158605,0,0.175
158606,0,0.0525
158607,0,0.1425
158608,0,0.0825
158609,0,0.125
158610,0,0.115
158611,1,0.0325
158612,0,0.0725
158613,0,0.045
158614,0,0.07
158615,0,0.0525
158616,0,0.1575
158617,0,0.0525
158618,0,0.0525
158619,1,0.06
158620,0,0.11
158621,0,0.0225
158622,0,0.0275
158623,0,0.0125
158624,0,0.025
158625,0,0.1
158626,1,0.1725
158627,0,0.0625
158628,0,0.045
158629,0,0.0575
158630,1,0.0975
158631,0,0.04
158632,0,0.03
158633,0,0.0525
158634,0,0.02
158635,0,0.03
158636,0,0.0275
158637,0,0.0575
158638,0,0.0375
158639,0,0.0275
158640,0,0.0825
158641,0,0.0675
158642,0,0.19
158643,0,0.3175
158644,0,0.1075
158645,0,0.095
158646,0,0.0225
158647,1,0.1375
158648,0,0.2225
158649,0,0.265
158650,0,0.16
158651,0,0.145
158652,0,0.02
158653,0,0.0875
158654,0,0.02
158655,0,0.145
158656,0,0.0875
158657,0,0.13
158658,0,0.045
158659,1,0.2
158660,0,0.1225
158661,0,0.0275
158662,0,0.03
158663,0,0.115
158664,0,0.145
158665,0,0.0275
158666,0,0.0925
158667,0,0.03
158668,0,0.055
158669,0,0.08
158670,0,0.04
158671,0,0.0375
158672,1,0.1675
158673,0,0.2025
158674,0,0.08
158675,0,0.0325
158676,0,0.0775
158677,0,0.03
158678,0,0.1975
158679,1,0.0375
158680,0,0.1075
158681,0,0.0475
158682,0,0.0475
158683,0,0.055
158684,0,0.1225
158685,0,0.1225
158686,0,0.1375
158687,0,0.05
158688,0,0.065
158689,0,0.0775
158690,0,0.08
158691,0,0.0375
158692,0,0.09
158693,0,0.2175
158694,0,0.325
158695,0,0.0575
158696,0,0.1825
158697,0,0.06
158698,0,0.1025
158699,0,0.0275
158700,0,0.0725
158701,0,0.0625
158702,0,0.035
158703,0,0.0775
158704,0,0.1375
158705,0,0.0275
158706,0,0.1525
158707,0,0.0575
158708,0,0.0725
158709,1,0.045
158710,0,0.085
158711,0,0.0275
158712,0,0.225
158713,0,0.065
158714,0,0.175
158715,0,0.155
158716,0,0.0675
158717,0,0.035
158718,0,0.075
158719,0,0.0875
158720,0,0.03
158721,0,0.1575
158722,0,0.105
158723,0,0.0725
158724,1,0.0875
158725,0,0.0475
158726,0,0.01
158727,0,0.045
158728,0,0.055
158729,0,0.0625
158730,0,0.065
158731,0,0.0975
158732,0,0.045
158733,0,0.05
158734,0,0.05
158735,0,0.0575
158736,0,0.05
158737,0,0.0775
158738,0,0.0725
158739,0,0.125
158740,0,0.085
